,Case ID,K means cluster
10060,ECLI-NL-GHSHE-2018-701,Production
10061,ECLI-NL-RBGEL-2017-1936,39
10062,ECLI-NL-RBROT-2017-1850,Transport
10063,ECLI-NL-PHR-2017-92,46
10064,ECLI-NL-PHR-2017-94,46
10065,ECLI-NL-RBOBR-2016-483,11
10066,ECLI-NL-RBMNE-2015-2848,6
10067,ECLI-NL-GHARL-2014-4444,52
10068,ECLI-NL-RBNHO-2014-2911,42
10069,ECLI-NL-RBGEL-2014-1960,49
10070,ECLI-NL-RBGEL-2013-CA3171,49
10071,ECLI-NL-RBLEE-2012-BX6418,42
10072,ECLI-NL-RBASS-2012-BW9148,37
10073,ECLI-NL-RBZUT-2011-BQ3973,4
10074,ECLI-NL-RBSHE-2010-BO6581,Production
10075,ECLI-NL-RBZUT-2010-BN0944,55
10076,ECLI-NL-RBBRE-2002-AF3743,Transport
10077,ECLI-NL-PHR-2002-AD9557,42
10078,ECLI-NL-GHARL-2021-10551,52
10079,ECLI-NL-RBNHO-2021-2185,37
10080,ECLI-NL-RBROT-2021-1393,Transport
10081,ECLI-NL-RBOBR-2020-2879,14
10082,ECLI-NL-RBAMS-2019-7934,16
10083,ECLI-NL-PHR-2018-1064,42
10084,ECLI-NL-PHR-2018-668,42
10085,ECLI-NL-RBMNE-2018-1184,Selling
10086,ECLI-NL-RBDHA-2016-7502,46
10087,ECLI-NL-RBLIM-2015-4969,6
10088,ECLI-NL-HR-2014-3110,Transport
10089,ECLI-NL-RBDHA-2014-13098,Possession
10090,ECLI-NL-RBHAA-2012-BX3799,Selling
10091,ECLI-NL-RBZUT-2008-BC5306,58
10092,ECLI-NL-RBAMS-2001-AA9712,Transport
10093,ECLI-NL-GHDHA-2018-4021,46
10094,ECLI-NL-PHR-2018-118,42
10095,ECLI-NL-RBAMS-2017-3232,16
10096,ECLI-NL-RBOVE-2016-4704,Production
10097,ECLI-NL-PHR-2004-AP8460,42
10098,ECLI-NL-RBLIM-2021-9229,50
10099,ECLI-NL-RBNNE-2021-5080,49
10100,ECLI-NL-RBDHA-2021-13091,26
10101,ECLI-NL-RBNHO-2021-10328,23
10102,ECLI-NL-RBOBR-2021-6122,33
10103,ECLI-NL-RBDHA-2021-10899,1
10104,ECLI-NL-GHARL-2021-8923,42
10105,ECLI-NL-RBZWB-2021-3964,67
10106,ECLI-NL-RBROT-2021-8268,20
10107,ECLI-NL-RBROT-2021-7595,Transport
10108,ECLI-NL-RBROT-2021-6181,24
10109,ECLI-NL-GHAMS-2021-1828,42
10110,ECLI-NL-RBNNE-2021-3379,24
10111,ECLI-NL-RBROT-2021-5645,Transport
10112,ECLI-NL-RBROT-2021-8752,9
10113,ECLI-NL-RBAMS-2021-2754,40
10114,ECLI-NL-GHAMS-2021-1599,9
10115,ECLI-NL-RBROT-2021-4218,25
10116,ECLI-NL-RBDHA-2021-4439,30
10117,ECLI-NL-RBDHA-2021-4456,41
10118,ECLI-NL-RBAMS-2021-1597,1
10119,ECLI-NL-GHARL-2021-2767,21
10120,ECLI-NL-RVS-2021-486,50
10121,ECLI-NL-RBROT-2021-3062,42
10122,ECLI-NL-RBNHO-2021-2064,42
10123,ECLI-NL-RBNHO-2020-11591,38
10124,ECLI-NL-RBDHA-2020-14985,26
10125,ECLI-NL-RBDHA-2020-14971,26
10126,ECLI-NL-GHAMS-2020-3290,9
10127,ECLI-NL-RBROT-2020-9802,5
10128,ECLI-NL-RBAMS-2020-5870,9
10129,ECLI-NL-GHAMS-2020-2488,4
10130,ECLI-NL-RBZWB-2020-4266,42
10131,ECLI-NL-GHARL-2020-7179,1
10132,ECLI-NL-OGEAC-2020-263,21
10133,ECLI-NL-RBAMS-2020-3771,40
10134,ECLI-NL-GHARL-2020-5688,42
10135,ECLI-NL-RBMNE-2020-2376,3
10136,ECLI-NL-RBROT-2020-5907,5
10137,ECLI-NL-RBNHO-2020-4655,42
10138,ECLI-NL-RBROT-2020-5120,5
10139,ECLI-NL-RBROT-2020-4771,33
10140,ECLI-NL-RBOVE-2020-1586,1
10141,ECLI-NL-GHAMS-2020-885,Transport
10142,ECLI-NL-RBROT-2020-2116,42
10143,ECLI-NL-RBROT-2020-2250,42
10144,ECLI-NL-CRVB-2020-117,Selling
10145,ECLI-NL-RBDHA-2019-13996,26
10146,ECLI-NL-GHSHE-2019-4362,24
10147,ECLI-NL-GHARL-2019-9826,24
10148,ECLI-NL-RBROT-2019-8416,9
10149,ECLI-NL-GHAMS-2019-3918,69
10150,ECLI-NL-GHAMS-2019-3758,9
10151,ECLI-NL-GHARL-2019-8115,24
10152,ECLI-NL-GHDHA-2019-2642,44
10153,ECLI-NL-RBROT-2019-7491,20
10154,ECLI-NL-GHSHE-2019-3135,24
10155,ECLI-NL-RBROT-2019-6225,27
10156,ECLI-NL-CRVB-2019-2437,42
10157,ECLI-NL-RVS-2019-1993,Selling
10158,ECLI-NL-GHAMS-2019-1538,27
10159,ECLI-NL-RVS-2019-1018,30
10160,ECLI-NL-GHAMS-2019-1169,4
10161,ECLI-NL-GHARL-2019-2839,21
10162,ECLI-NL-RBNNE-2019-1209,13
10163,ECLI-NL-GHAMS-2019-3008,42
10164,ECLI-NL-OGEAA-2019-162,Transport
10165,ECLI-NL-RBROT-2019-2010,47
10166,ECLI-NL-RBZWB-2019-414,67
10167,ECLI-NL-GHARL-2019-1144,1
10168,ECLI-NL-GHARL-2019-684,44
10169,ECLI-NL-RBMNE-2019-289,42
10170,ECLI-NL-RBMNE-2019-22,21
10171,ECLI-NL-RVS-2018-4134,67
10172,ECLI-NL-GHSHE-2018-5269,Money laundering
10173,ECLI-NL-OGEAA-2018-778,Transport
10174,ECLI-NL-GHSHE-2018-5159,24
10175,ECLI-NL-RBROT-2018-10769,49
10176,ECLI-NL-RBAMS-2018-8552,69
10177,ECLI-NL-GHDHA-2018-2794,42
10178,ECLI-NL-GHDHA-2018-3101,42
10179,ECLI-NL-RBROT-2018-7293,Transport
10180,ECLI-NL-RBROT-2018-6600,Production
10181,ECLI-NL-RBNHO-2018-4742,3
10182,ECLI-NL-GHDHA-2018-1714,42
10183,ECLI-NL-GHAMS-2018-2098,42
10184,ECLI-NL-RBROT-2018-6202,42
10185,ECLI-NL-RBAMS-2018-5288,46
10186,ECLI-NL-OGEAC-2018-67,Transport
10187,ECLI-NL-RBLIM-2018-3567,20
10188,ECLI-NL-HR-2018-617,26
10189,ECLI-NL-GHAMS-2018-1245,46
10190,ECLI-NL-OGEAA-2018-206,5
10191,ECLI-NL-GHAMS-2018-1072,23
10192,ECLI-NL-OGEABES-2018-4,Transport
10193,ECLI-NL-CRVB-2018-832,42
10194,ECLI-NL-RBROT-2018-4506,1
10195,ECLI-NL-RBMNE-2018-627,49
10196,ECLI-NL-RBMNE-2018-626,49
10197,ECLI-NL-RVS-2018-513,67
10198,ECLI-NL-GHDHA-2018-41,Production
10199,ECLI-NL-RBOVE-2018-298,42
10200,ECLI-NL-GHAMS-2017-4689,27
10201,ECLI-NL-GHAMS-2017-4738,27
10202,ECLI-NL-RVS-2017-2400,67
10203,ECLI-NL-GHDHA-2017-2537,42
10204,ECLI-NL-GHAMS-2017-2897,42
10205,ECLI-NL-RBDHA-2017-7930,26
10206,ECLI-NL-PHR-2017-947,42
10207,ECLI-NL-GHARL-2017-4373,63
10208,ECLI-NL-RBZWB-2017-2639,67
10209,ECLI-NL-RBGEL-2017-4255,21
10210,ECLI-NL-RVS-2017-1075,67
10211,ECLI-NL-RBROT-2017-3263,42
10212,ECLI-NL-GHARL-2017-2286,44
10213,ECLI-NL-RBROT-2017-2077,23
10214,ECLI-NL-GHAMS-2017-442,24
10215,ECLI-NL-GHDHA-2017-5,21
10216,ECLI-NL-HR-2017-497,Production
10217,ECLI-NL-HR-2017-515,Production
10218,ECLI-NL-GHAMS-2016-5653,Transport
10219,ECLI-NL-RBROT-2016-8941,42
10220,ECLI-NL-GHAMS-2016-5622,Selling
10221,ECLI-NL-RVS-2016-2289,67
10222,ECLI-NL-GHAMS-2016-3168,4
10223,ECLI-NL-GHAMS-2016-5844,49
10224,ECLI-NL-GHAMS-2016-518,42
10225,ECLI-NL-PHR-2016-185,Selling
10226,ECLI-NL-GHDHA-2015-3682,42
10227,ECLI-NL-PHR-2015-2675,42
10228,ECLI-NL-RVS-2015-3863,67
10229,ECLI-NL-RBAMS-2015-10269,40
10230,ECLI-NL-RVS-2015-3544,67
10231,ECLI-NL-RBDHA-2015-12562,21
10232,ECLI-NL-RBGEL-2015-5495,9
10233,ECLI-NL-RVS-2015-2137,67
10234,ECLI-NL-GHSHE-2015-1966,21
10235,ECLI-NL-RBNHO-2015-6079,Transport
10236,ECLI-NL-RVS-2015-761,67
10237,ECLI-NL-GHAMS-2015-683,21
10238,ECLI-NL-RBNHO-2015-1357,Transport
10239,ECLI-NL-RVS-2014-3863,2
10240,ECLI-NL-RBNNE-2014-4987,Possession
10241,ECLI-NL-RBOBR-2014-5437,Possession
10242,ECLI-NL-RVS-2014-2978,2
10243,ECLI-NL-RBOBR-2014-8323,21
10244,ECLI-NL-GHSHE-2014-2564,9
10245,ECLI-NL-RBLIM-2014-6224,5
10246,ECLI-NL-RVS-2014-2219,Selling
10247,ECLI-NL-RVS-2014-1971,26
10248,ECLI-NL-RBOBR-2014-2477,49
10249,ECLI-NL-RBNHO-2014-3618,20
10250,ECLI-NL-RBOBR-2014-987,35
10251,ECLI-NL-RBOBR-2013-7090,35
10252,ECLI-NL-RVS-2013-2063,67
10253,ECLI-NL-GHDHA-2013-3823,Production
10254,ECLI-NL-GHARL-2013-7633,42
10255,ECLI-NL-GHDHA-2013-2846,24
10256,ECLI-NL-RBOBR-2013-2709,35
10257,ECLI-NL-RBNHO-2013-CA1096,42
10258,ECLI-NL-RBOBR-2013-BZ5248,35
10259,ECLI-NL-RBONE-2013-BZ5199,Transport
10260,ECLI-NL-RBONE-2013-BZ5200,Transport
10261,ECLI-NL-RBOBR-2013-BZ4225,9
10262,ECLI-NL-RBZWB-2013-BZ5181,3
10263,ECLI-NL-RBNNE-2013-1431,Production
10264,ECLI-NL-RBNHO-2013-CA1024,42
10265,ECLI-NL-RBLIM-2013-BY9314,50
10266,ECLI-NL-GHARL-2013-BZ0162,24
10267,ECLI-NL-RBAMS-2012-BY1098,51
10268,ECLI-NL-RBUTR-2012-BY0933,35
10269,ECLI-NL-HR-2012-BX4845,Production
10270,ECLI-NL-RBUTR-2012-BY0910,35
10271,ECLI-NL-RVS-2012-BX3280,67
10272,ECLI-NL-RBSHE-2012-BX2824,35
10273,ECLI-NL-RBAMS-2012-BX1731,40
10274,ECLI-NL-RBROT-2012-BX1240,13
10275,ECLI-NL-RBHAA-2012-2572,21
10276,ECLI-NL-RVS-2012-BW7629,67
10277,ECLI-NL-RVS-2012-BW7632,67
10278,ECLI-NL-RBHAA-2012-BW6637,Transport
10279,ECLI-NL-RBARN-2012-BW3789,42
10280,ECLI-NL-RBUTR-2012-BW8028,35
10281,ECLI-NL-GHARN-2012-BV8664,35
10282,ECLI-NL-GHSHE-2012-BV3920,44
10283,ECLI-NL-RBZUT-2012-BV2115,Production
10284,ECLI-NL-RVS-2011-BU8864,67
10285,ECLI-NL-RBZLY-2011-BV7540,Transport
10286,ECLI-NL-GHSGR-2011-BT7687,42
10287,ECLI-NL-RBUTR-2011-BU2092,13
10288,ECLI-NL-RBUTR-2011-BQ9198,42
10289,ECLI-NL-RBASS-2011-BQ2861,42
10290,ECLI-NL-HR-2011-BO6702,42
10291,ECLI-NL-RBROE-2011-BQ0007,38
10292,ECLI-NL-RBROT-2010-BO9806,30
10293,ECLI-NL-GHSGR-2010-BO9080,24
10294,ECLI-NL-RBROT-2010-BO5099,5
10295,ECLI-NL-HR-2010-BM0948,19
10296,ECLI-NL-RBALM-2010-BN9804,Production
10297,ECLI-NL-RBHAA-2010-BN6808,Possession
10298,ECLI-NL-RVS-2010-BN3179,67
10299,ECLI-NL-RBDOR-2010-BM7954,42
10300,ECLI-NL-GHLEE-2010-BM3302,42
10301,ECLI-NL-RBMAA-2010-BM4318,21
10302,ECLI-NL-RBROE-2010-BL6777,20
10303,ECLI-NL-RVS-2010-BL6191,67
10304,ECLI-NL-PHR-2010-BK6147,Production
10305,ECLI-NL-GHSGR-2009-BK9856,21
10306,ECLI-NL-GHARN-2009-BV5452,35
10307,ECLI-NL-RBHAA-2009-BK9817,Transport
10308,ECLI-NL-RVS-2009-BJ8924,67
10309,ECLI-NL-CRVB-2009-BJ4964,42
10310,ECLI-NL-RVS-2009-BJ4585,67
10311,ECLI-NL-RBUTR-2009-BJ2826,24
10312,ECLI-NL-RBZLY-2009-BJ1581,49
10313,ECLI-NL-RVS-2009-BI7225,60
10314,ECLI-NL-GHAMS-2009-BJ6124,42
10315,ECLI-NL-RBSGR-2009-BI3801,19
10316,ECLI-NL-HR-2009-BG4349,42
10317,ECLI-NL-CRVB-2009-BH3851,2
10318,ECLI-NL-RVS-2008-BD8886,67
10319,ECLI-NL-RBZLY-2008-BE8664,27
10320,ECLI-NL-RBMAA-2008-BD3209,42
10321,ECLI-NL-HR-2008-BC7366,27
10322,ECLI-NL-RVS-2008-BC4246,Selling
10323,ECLI-NL-CRVB-2008-BC4303,42
10324,ECLI-NL-RBHAA-2007-BB8320,21
10325,ECLI-NL-RBZUT-2007-BB7188,Transport
10326,ECLI-NL-RBMAA-2007-BB6611,50
10327,ECLI-NL-GHSGR-2007-BB5685,42
10328,ECLI-NL-RBAMS-2007-BA9563,40
10329,ECLI-NL-RBSHE-2007-BB1331,67
10330,ECLI-NL-RBZLY-2007-BB0185,5
10331,ECLI-NL-RBMAA-2007-BB2986,42
10332,ECLI-NL-RBMAA-2007-BB2982,42
10333,ECLI-NL-RBMAA-2007-BB2984,42
10334,ECLI-NL-RVS-2007-BA2652,67
10335,ECLI-NL-RBAMS-2007-BA0993,40
10336,ECLI-NL-RVS-2007-AZ6842,67
10337,ECLI-NL-RBUTR-2007-AZ6826,5
10338,ECLI-NL-RBDOR-2006-AZ0048,9
10339,ECLI-NL-CRVB-2006-AY8253,Selling
10340,ECLI-NL-RVS-2006-AX9078,60
10341,ECLI-NL-RBMAA-2006-AX3384,30
10342,ECLI-NL-RBROT-2006-AV5261,42
10343,ECLI-NL-GHSGR-2006-AV2890,1
10344,ECLI-NL-CRVB-2005-AU5662,5
10345,ECLI-NL-HR-2005-AU2686,42
10346,ECLI-NL-CRVB-2005-AU4842,42
10347,ECLI-NL-RBLEE-2005-AT8867,49
10348,ECLI-NL-RBARN-2005-AT4607,3
10349,ECLI-NL-CRVB-2004-AS2283,42
10350,ECLI-NL-CRVB-2004-AS3348,42
10351,ECLI-NL-HR-2004-AR2067,42
10352,ECLI-NL-GHSHE-2004-AP1451,42
10353,ECLI-NL-GHSHE-2004-AP0594,Selling
10354,ECLI-NL-RBSGR-2003-AO1381,26
10355,ECLI-NL-RBHAA-2003-AN8700,42
10356,ECLI-NL-RBMID-2003-AN8449,Transport
10357,ECLI-NL-RBHAA-2003-AN8155,42
10358,ECLI-NL-PHR-2003-AK8517,44
10359,ECLI-NL-GHAMS-2003-AJ3486,42
10360,ECLI-NL-RBSGR-2003-AF9906,42
10361,ECLI-NL-GHSHE-2003-AO7683,Transport
10362,ECLI-NL-GHSHE-2003-AF7502,Possession
10363,ECLI-NL-HR-2003-AF0451,46
10364,ECLI-NL-RBMID-2003-AF5051,67
10365,ECLI-NL-RBMID-2002-AF2014,67
10366,ECLI-NL-RBSGR-2002-AE8666,22
10367,ECLI-NL-GHSGR-2002-AE8242,42
10368,ECLI-NL-PHR-2002-AD8886,Possession
10369,ECLI-NL-CRVB-2002-AE0172,5
10370,ECLI-NL-RBSGR-2001-AD7543,22
10371,ECLI-NL-RBSGR-2001-AD7549,22
10372,ECLI-NL-RBSGR-2001-AD6002,22
10373,ECLI-NL-RBSGR-2001-AD5938,22
10374,ECLI-NL-GHSGR-2001-AE0343,19
10375,ECLI-NL-RBUTR-2001-AA9732,42
10376,ECLI-NL-RBUTR-2001-AA9734,42
10377,ECLI-NL-RBSGR-2001-AB0578,7
10378,ECLI-NL-RBAMS-2000-AA5054,42
10379,ECLI-NL-RBZWB-2021-1556,42
10380,ECLI-NL-GHSHE-2021-2034,6
10381,ECLI-NL-RBNNE-2020-4626,37
10382,ECLI-NL-RBLIM-2019-1678,Selling
10383,ECLI-NL-GHARN-2012-BY4618,47
10384,ECLI-NL-RBMNE-2021-1588,14
10385,ECLI-NL-RBNNE-2020-4089,14
10386,ECLI-NL-RBMNE-2019-3892,56
10387,ECLI-NL-RBMNE-2019-509,55
10388,ECLI-NL-RBMNE-2019-510,55
10389,ECLI-NL-RBMNE-2017-5711,Selling
10390,ECLI-NL-RBMNE-2017-5712,Transport
10391,ECLI-NL-RBMNE-2017-5715,Selling
10392,ECLI-NL-RBMNE-2017-5714,Selling
10393,ECLI-NL-RBDHA-2017-6558,26
10394,ECLI-NL-GHDHA-2020-918,Transport
10395,ECLI-NL-RBOBR-2021-4985,42
10396,ECLI-NL-RBNNE-2021-1936,47
10397,ECLI-NL-GHAMS-2021-951,52
10398,ECLI-NL-GHARL-2021-3110,49
10399,ECLI-NL-GHARL-2021-3111,49
10400,ECLI-NL-GHARL-2021-3109,49
10401,ECLI-NL-RBZWB-2020-6266,Production
10402,ECLI-NL-RBGEL-2020-4891,42
10403,ECLI-NL-RBGEL-2020-1397,14
10404,ECLI-NL-OGHACMB-2020-6,19
10405,ECLI-NL-RBOVE-2020-250,9
10406,ECLI-NL-RBNHO-2019-6072,6
10407,ECLI-NL-RBNHO-2019-2020,56
10408,ECLI-NL-RBNNE-2018-4338,4
10409,ECLI-NL-OGEAC-2018-349,Transport
10410,ECLI-NL-OGEAC-2018-341,Transport
10411,ECLI-NL-PHR-2017-194,14
10412,ECLI-NL-GHARL-2016-10788,9
10413,ECLI-NL-RBMNE-2015-2846,6
10414,ECLI-NL-RBAMS-2012-BY6132,60
10415,ECLI-NL-GHARN-2012-BY5404,Selling
10416,ECLI-NL-GHSHE-2012-BY0496,52
10417,ECLI-NL-PHR-2012-BU7346,42
10418,ECLI-NL-RBSHE-2008-BF2061,9
10419,ECLI-NL-RBROT-2008-BD6483,52
10420,ECLI-NL-RBMAA-2003-AO0739,Production
10421,ECLI-NL-RBAMS-2003-AF3008,42
10422,ECLI-NL-PHR-2017-491,42
10423,ECLI-NL-GHAMS-2021-3350,65
10424,ECLI-NL-GHSHE-2021-3190,9
10425,ECLI-NL-GHARL-2021-9726,24
10426,ECLI-NL-RBDHA-2021-11789,42
10427,ECLI-NL-GHSHE-2021-2774,21
10428,ECLI-NL-RBAMS-2021-4335,40
10429,ECLI-NL-RBOBR-2021-4267,56
10430,ECLI-NL-RBAMS-2021-5193,3
10431,ECLI-NL-RBAMS-2021-4473,42
10432,ECLI-NL-RBZWB-2021-3531,Possession
10433,ECLI-NL-RBAMS-2021-4062,Transport
10434,ECLI-NL-RBZWB-2021-3094,67
10435,ECLI-NL-RBROT-2021-4831,25
10436,ECLI-NL-RBOVE-2021-2153,35
10437,ECLI-NL-RBZWB-2021-2018,Selling
10438,ECLI-NL-RBNHO-2021-2721,19
10439,ECLI-NL-RBOVE-2021-934,42
10440,ECLI-NL-RBROT-2021-1546,Selling
10441,ECLI-NL-GHSHE-2021-384,24
10442,ECLI-NL-RBNHO-2021-1059,13
10443,ECLI-NL-RBOVE-2020-4493,13
10444,ECLI-NL-GHARL-2020-10624,49
10445,ECLI-NL-RVS-2020-3033,2
10446,ECLI-NL-RBZWB-2020-5373,50
10447,ECLI-NL-RBLIM-2020-9843,24
10448,ECLI-NL-RBROT-2020-9679,Selling
10449,ECLI-NL-RBDHA-2020-11057,26
10450,ECLI-NL-GHARL-2020-7207,42
10451,ECLI-NL-RBMNE-2020-3431,33
10452,ECLI-NL-RBOVE-2020-2621,5
10453,ECLI-NL-RBROT-2020-6478,27
10454,ECLI-NL-RBMNE-2020-2876,33
10455,ECLI-NL-RBNHO-2020-4651,51
10456,ECLI-NL-RBNHO-2020-4795,Selling
10457,ECLI-NL-RBAMS-2020-2802,35
10458,ECLI-NL-RBROT-2020-4779,33
10459,ECLI-NL-RBOVE-2020-1670,35
10460,ECLI-NL-RBZWB-2020-1652,20
10461,ECLI-NL-RBLIM-2020-1908,64
10462,ECLI-NL-RBDHA-2020-2145,67
10463,ECLI-NL-RBAMS-2020-1046,Selling
10464,ECLI-NL-RBROT-2020-13219,42
10465,ECLI-NL-GHAMS-2020-150,Production
10466,ECLI-NL-RBAMS-2019-9984,40
10467,ECLI-NL-RBNNE-2019-5064,42
10468,ECLI-NL-GHAMS-2019-4449,24
10469,ECLI-NL-OGEAC-2019-259,19
10470,ECLI-NL-RBROT-2019-10393,42
10471,ECLI-NL-GHAMS-2019-4945,65
10472,ECLI-NL-OGEAM-2019-116,Transport
10473,ECLI-NL-RBROT-2019-8430,Transport
10474,ECLI-NL-OGEAA-2019-713,Transport
10475,ECLI-NL-GHAMS-2019-4973,9
10476,ECLI-NL-RBAMS-2019-7265,42
10477,ECLI-NL-GHSHE-2019-3215,24
10478,ECLI-NL-RBNNE-2019-3091,14
10479,ECLI-NL-RBMNE-2019-3087,21
10480,ECLI-NL-RBDHA-2019-6613,42
10481,ECLI-NL-RBROT-2019-5111,Possession
10482,ECLI-NL-RBAMS-2019-5323,42
10483,ECLI-NL-RBAMS-2019-3580,Production
10484,ECLI-NL-RBAMS-2019-3325,40
10485,ECLI-NL-RBAMS-2019-3024,42
10486,ECLI-NL-GHARL-2019-3673,Transport
10487,ECLI-NL-RBNNE-2019-1375,Production
10488,ECLI-NL-RBLIM-2019-3131,42
10489,ECLI-NL-RBAMS-2019-2400,49
10490,ECLI-NL-RBZWB-2019-1303,42
10491,ECLI-NL-RBAMS-2019-2201,21
10492,ECLI-NL-GHARL-2019-1795,42
10493,ECLI-NL-GHARL-2019-1821,Transport
10494,ECLI-NL-RBROT-2019-10624,21
10495,ECLI-NL-GHAMS-2019-5153,39
10496,ECLI-NL-RBLIM-2019-935,Production
10497,ECLI-NL-RVS-2018-4272,42
10498,ECLI-NL-RVS-2018-4273,42
10499,ECLI-NL-CRVB-2018-3871,41
10500,ECLI-NL-OGAACMB-2018-110,Transport
10501,ECLI-NL-RBROT-2018-11383,24
10502,ECLI-NL-GHAMS-2018-2703,56
10503,ECLI-NL-RBLIM-2018-6784,5
10504,ECLI-NL-GHAMS-2018-2913,42
10505,ECLI-NL-RBROT-2018-5966,39
10506,ECLI-NL-HR-2018-484,21
10507,ECLI-NL-GHSHE-2018-493,60
10508,ECLI-NL-RVS-2017-3473,67
10509,ECLI-NL-GHAMS-2017-4693,27
10510,ECLI-NL-GHAMS-2017-4737,27
10511,ECLI-NL-RVS-2017-3116,38
10512,ECLI-NL-PHR-2017-925,46
10513,ECLI-NL-RBAMS-2017-4355,42
10514,ECLI-NL-RBAMS-2017-3790,60
10515,ECLI-NL-GHAMS-2017-5606,Selling
10516,ECLI-NL-RBROT-2017-4048,Production
10517,ECLI-NL-RBNNE-2017-5211,1
10518,ECLI-NL-RBNNE-2017-907,1
10519,ECLI-NL-OGEAA-2017-223,Transport
10520,ECLI-NL-GHAMS-2016-5606,42
10521,ECLI-NL-GHAMS-2016-5289,42
10522,ECLI-NL-GHSHE-2016-4661,44
10523,ECLI-NL-RBROT-2016-7093,5
10524,ECLI-NL-CBB-2016-283,2
10525,ECLI-NL-RBLIM-2016-7122,64
10526,ECLI-NL-RBNHO-2016-5927,42
10527,ECLI-NL-RBNHO-2016-5934,Transport
10528,ECLI-NL-RVS-2016-1386,67
10529,ECLI-NL-GHSHE-2016-2010,27
10530,ECLI-NL-GHDHA-2016-1307,42
10531,ECLI-NL-RVS-2016-698,67
10532,ECLI-NL-RBNNE-2016-2653,Possession
10533,ECLI-NL-GHARL-2016-1425,24
10534,ECLI-NL-GHARL-2016-146,24
10535,ECLI-NL-RBLIM-2015-10820,21
10536,ECLI-NL-CRVB-2015-4653,41
10537,ECLI-NL-RBNHO-2015-7098,30
10538,ECLI-NL-GHAMS-2015-3775,Transport
10539,ECLI-NL-GHAMS-2015-3777,Selling
10540,ECLI-NL-RBOBR-2015-3168,50
10541,ECLI-NL-RBMNE-2015-4167,42
10542,ECLI-NL-RVS-2015-1096,67
10543,ECLI-NL-GHARL-2015-2137,Possession
10544,ECLI-NL-RBOBR-2015-1950,35
10545,ECLI-NL-RBOBR-2015-1299,54
10546,ECLI-NL-GHARL-2014-9531,14
10547,ECLI-NL-RBMNE-2014-6428,Production
10548,ECLI-NL-RVS-2014-3975,67
10549,ECLI-NL-RVS-2014-3887,42
10550,ECLI-NL-GHARL-2014-8169,24
10551,ECLI-NL-GHAMS-2014-3323,42
10552,ECLI-NL-RBROT-2014-5361,16
10553,ECLI-NL-RBDHA-2014-15182,35
10554,ECLI-NL-GHARL-2014-4470,Selling
10555,ECLI-NL-RBAMS-2014-3733,50
10556,ECLI-NL-GHDHA-2014-1375,26
10557,ECLI-NL-RVS-2014-1209,60
10558,ECLI-NL-RVS-2014-697,26
10559,ECLI-NL-RBOBR-2014-240,35
10560,ECLI-NL-RVS-2013-2565,67
10561,ECLI-NL-CRVB-2013-2620,41
10562,ECLI-NL-GHDHA-2013-4590,Selling
10563,ECLI-NL-RBLIM-2013-7952,Production
10564,ECLI-NL-RBOBR-2013-5246,35
10565,ECLI-NL-RBNHO-2013-9088,49
10566,ECLI-NL-RVS-2013-1128,67
10567,ECLI-NL-GHARL-2013-4581,42
10568,ECLI-NL-GHARL-2013-6087,35
10569,ECLI-NL-RBLIM-2013-CA3715,49
10570,ECLI-NL-RBNNE-2013-2417,42
10571,ECLI-NL-GHARL-2013-CA0478,Selling
10572,ECLI-NL-RVS-2012-BY6734,67
10573,ECLI-NL-RBSHE-2012-BX5648,1
10574,ECLI-NL-GHSGR-2012-BX2125,42
10575,ECLI-NL-RBUTR-2012-BW8528,49
10576,ECLI-NL-GHSHE-2012-BV1717,21
10577,ECLI-NL-RVS-2012-BV1216,67
10578,ECLI-NL-HR-2011-BS1721,65
10579,ECLI-NL-RVS-2011-BU5439,67
10580,ECLI-NL-GHARN-2011-BU4268,42
10581,ECLI-NL-HR-2011-BR3045,42
10582,ECLI-NL-CRVB-2011-BS8951,42
10583,ECLI-NL-RBLEE-2011-BR3039,51
10584,ECLI-NL-RBUTR-2011-BR1464,1
10585,ECLI-NL-RBUTR-2011-BV7712,1
10586,ECLI-NL-HR-2011-BP2745,42
10587,ECLI-NL-RBMAA-2011-BP6707,42
10588,ECLI-NL-RVS-2010-BO7320,67
10589,ECLI-NL-PHR-2010-BM8910,42
10590,ECLI-NL-RVS-2010-BN2660,60
10591,ECLI-NL-RBGRO-2010-BN1727,21
10592,ECLI-NL-GHSHE-2010-BU4850,21
10593,ECLI-NL-GHLEE-2010-BM0566,21
10594,ECLI-NL-GHLEE-2010-BN2857,21
10595,ECLI-NL-HR-2010-BK4173,42
10596,ECLI-NL-RVS-2010-BL8721,30
10597,ECLI-NL-RBGRO-2010-BL7228,67
10598,ECLI-NL-GHSHE-2009-BK4090,Possession
10599,ECLI-NL-RBSGR-2009-BJ9750,67
10600,ECLI-NL-RBGRO-2009-BJ7957,9
10601,ECLI-NL-RBSGR-2009-BJ7974,26
10602,ECLI-NL-PHR-2009-BJ3706,49
10603,ECLI-NL-RBSHE-2009-BJ7087,42
10604,ECLI-NL-RBARN-2009-BJ6118,5
10605,ECLI-NL-RVS-2009-BJ3386,67
10606,ECLI-NL-RBAMS-2009-BJ4248,40
10607,ECLI-NL-RBZLY-2009-BJ3591,42
10608,ECLI-NL-RBAMS-2009-BJ4828,Transport
10609,ECLI-NL-RBZLY-2009-BI9494,9
10610,ECLI-NL-GHLEE-2009-BI2564,27
