,Case ID,K means cluster
13986,ECLI-NL-RBGEL-2019-1274,9
13987,ECLI-NL-RBNNE-2019-328,69
13988,ECLI-NL-RBNNE-2018-4568,16
13989,ECLI-NL-RBNNE-2018-4411,6
13990,ECLI-NL-RBROT-2018-5584,13
13991,ECLI-NL-GHDHA-2018-2188,13
13992,ECLI-NL-RBAMS-2018-3767,14
13993,ECLI-NL-RBZWB-2018-1714,16
13994,ECLI-NL-RBOVE-2018-553,6
13995,ECLI-NL-GHSHE-2018-699,Production
13996,ECLI-NL-RBAMS-2018-444,Selling
13997,ECLI-NL-RBMNE-2017-6241,42
13998,ECLI-NL-RBNNE-2017-4817,14
13999,ECLI-NL-RBLIM-2017-12086,49
14000,ECLI-NL-RBNNE-2017-4597,19
14001,ECLI-NL-RBZWB-2017-4168,52
14002,ECLI-NL-RBAMS-2016-6130,1
14003,ECLI-NL-RBOBR-2016-4722,14
14004,ECLI-NL-RBGEL-2016-4313,9
14005,ECLI-NL-RBDHA-2016-4821,49
14006,ECLI-NL-HR-2016-465,16
14007,ECLI-NL-RBNNE-2015-6382,Possession
14008,ECLI-NL-RBLIM-2015-10184,4
14009,ECLI-NL-GHARL-2015-7895,Money laundering
14010,ECLI-NL-RBOVE-2015-3125,6
14011,ECLI-NL-PHR-2014-630,Selling
14012,ECLI-NL-RBOBR-2014-273,11
14013,ECLI-NL-RBMNE-2013-7329,52
14014,ECLI-NL-GHSHE-2013-2581,42
14015,ECLI-NL-RBSHE-2012-BY7093,64
14016,ECLI-NL-RBAMS-2011-BQ5843,42
14017,ECLI-NL-RBARN-2010-BO3947,42
14018,ECLI-NL-RBZUT-2009-BI1180,49
14019,ECLI-NL-RBSGR-2008-BE9866,4
14020,ECLI-NL-RBROT-2006-AX2475,Production
14021,ECLI-NL-PHR-2006-AV1161,1
14022,ECLI-NL-GHARN-2006-AV1415,49
14023,ECLI-NL-GHARN-2005-AT8609,42
14024,ECLI-NL-PHR-2001-AB0801,7
14025,ECLI-NL-RBLIM-2019-5630,Selling
14026,ECLI-NL-RBMNE-2016-4960,56
14027,ECLI-NL-RBDHA-2015-14337,46
14028,ECLI-NL-GHAMS-2014-3208,Money laundering
14029,ECLI-NL-OGHACMB-2013-40,52
14030,ECLI-NL-GHARL-2013-8522,6
14031,ECLI-NL-PHR-2012-BY4852,42
14032,ECLI-NL-RBMNE-2021-3445,11
14033,ECLI-NL-PHR-2018-1090,46
14034,ECLI-NL-RBDHA-2017-2782,9
14035,ECLI-NL-PHR-2017-385,46
14036,ECLI-NL-GHDHA-2015-37,52
14037,ECLI-NL-RBGEL-2014-5436,49
14038,ECLI-NL-RBMNE-2013-BZ4143,16
14039,ECLI-NL-GHARN-2012-BY4622,47
14040,ECLI-NL-GHAMS-2012-BW7096,Selling
14041,ECLI-NL-RBAMS-2012-BV9074,Possession
14042,ECLI-NL-RBSGR-2011-BP6931,42
14043,ECLI-NL-GHDHA-2021-2455,Transport
14044,ECLI-NL-RBGEL-2021-6253,9
14045,ECLI-NL-RBLIM-2021-8367,56
14046,ECLI-NL-RBAMS-2021-6188,5
14047,ECLI-NL-PHR-2021-971,27
14048,ECLI-NL-GHARL-2021-8393,9
14049,ECLI-NL-RBOBR-2021-3762,45
14050,ECLI-NL-RBAMS-2021-4139,13
14051,ECLI-NL-RBNNE-2021-3748,9
14052,ECLI-NL-RBROT-2021-6556,9
14053,ECLI-NL-GHARL-2021-6494,19
14054,ECLI-NL-RBNHO-2021-4889,39
14055,ECLI-NL-GHARL-2021-6175,49
14056,ECLI-NL-RBDHA-2021-6289,47
14057,ECLI-NL-RBNHO-2021-4668,16
14058,ECLI-NL-RBROT-2021-4932,Transport
14059,ECLI-NL-RBAMS-2021-2452,1
14060,ECLI-NL-RBMNE-2021-1612,60
14061,ECLI-NL-RVS-2021-642,67
14062,ECLI-NL-RBNNE-2021-1043,42
14063,ECLI-NL-RBAMS-2021-1513,49
14064,ECLI-NL-RBOVE-2021-1079,45
14065,ECLI-NL-RBDHA-2021-3344,67
14066,ECLI-NL-RBOBR-2021-238,Production
14067,ECLI-NL-RBOVE-2020-4611,49
14068,ECLI-NL-RBROT-2020-11767,Selling
14069,ECLI-NL-RBZWB-2020-5953,Transport
14070,ECLI-NL-RBMNE-2020-5113,64
14071,ECLI-NL-GHSHE-2020-3786,42
14072,ECLI-NL-RBAMS-2020-5099,9
14073,ECLI-NL-GHDHA-2020-2158,21
14074,ECLI-NL-RBAMS-2020-6234,16
14075,ECLI-NL-GHSHE-2020-4159,42
14076,ECLI-NL-RBAMS-2020-4053,39
14077,ECLI-NL-RBROT-2020-7404,69
14078,ECLI-NL-RBOVE-2020-2421,37
14079,ECLI-NL-RBOVE-2020-4641,1
14080,ECLI-NL-RBNNE-2020-1827,42
14081,ECLI-NL-RBMNE-2020-1666,56
14082,ECLI-NL-OGEAC-2020-239,19
14083,ECLI-NL-RBNNE-2020-1221,9
14084,ECLI-NL-RBAMS-2020-1620,52
14085,ECLI-NL-GHAMS-2020-1053,49
14086,ECLI-NL-RBNNE-2020-265,Selling
14087,ECLI-NL-GHSHE-2020-112,42
14088,ECLI-NL-GHARL-2019-11040,13
14089,ECLI-NL-RBROT-2019-10162,9
14090,ECLI-NL-GHDHA-2019-3381,16
14091,ECLI-NL-GHDHA-2019-2451,21
14092,ECLI-NL-RBNNE-2019-3465,55
14093,ECLI-NL-GHARL-2019-5903,56
14094,ECLI-NL-GHSHE-2019-2303,16
14095,ECLI-NL-OGHACMB-2019-133,Transport
14096,ECLI-NL-RBAMS-2019-3834,40
14097,ECLI-NL-GHAMS-2019-2458,49
14098,ECLI-NL-GHAMS-2019-1755,49
14099,ECLI-NL-RBROT-2019-4803,49
14100,ECLI-NL-GHSHE-2019-1882,42
14101,ECLI-NL-RBAMS-2019-3676,69
14102,ECLI-NL-CBB-2019-201,2
14103,ECLI-NL-RBOVE-2019-1606,14
14104,ECLI-NL-RVS-2019-1261,51
14105,ECLI-NL-RBROT-2019-2070,39
14106,ECLI-NL-RBDHA-2019-1088,55
14107,ECLI-NL-RBGEL-2019-204,Production
14108,ECLI-NL-RBMNE-2018-6213,56
14109,ECLI-NL-RBROT-2018-9798,5
14110,ECLI-NL-RBGEL-2018-4883,37
14111,ECLI-NL-RBOVE-2018-3762,37
14112,ECLI-NL-RBNNE-2018-3811,14
14113,ECLI-NL-PHR-2018-994,52
14114,ECLI-NL-RBGEL-2018-3837,9
14115,ECLI-NL-GHARL-2018-6884,24
14116,ECLI-NL-RBAMS-2018-5038,4
14117,ECLI-NL-RBNNE-2018-3687,49
14118,ECLI-NL-PHR-2018-611,42
14119,ECLI-NL-GHSHE-2018-1977,49
14120,ECLI-NL-RBNNE-2018-1583,9
14121,ECLI-NL-RBGEL-2018-1759,49
14122,ECLI-NL-RBNNE-2018-2634,37
14123,ECLI-NL-RBGEL-2018-974,9
14124,ECLI-NL-GHAMS-2018-688,42
14125,ECLI-NL-GHAMS-2018-689,42
14126,ECLI-NL-GHAMS-2018-690,42
14127,ECLI-NL-GHARL-2018-1332,14
14128,ECLI-NL-RBAMS-2018-517,16
14129,ECLI-NL-PHR-2017-1472,Transport
14130,ECLI-NL-PHR-2017-1474,Transport
14131,ECLI-NL-RBOVE-2017-4642,5
14132,ECLI-NL-RBOBR-2017-5782,14
14133,ECLI-NL-RBZWB-2017-6072,42
14134,ECLI-NL-RBNNE-2017-3498,37
14135,ECLI-NL-RBAMS-2017-4866,6
14136,ECLI-NL-RBROT-2017-4662,37
14137,ECLI-NL-GHDHA-2017-1346,Possession
14138,ECLI-NL-GHSHE-2017-1849,21
14139,ECLI-NL-RBMNE-2017-3689,Production
14140,ECLI-NL-RBOVE-2017-796,9
14141,ECLI-NL-RBMNE-2017-804,49
14142,ECLI-NL-RBOBR-2017-600,11
14143,ECLI-NL-RBMNE-2016-6938,7
14144,ECLI-NL-HR-2016-3383,6
14145,ECLI-NL-PHR-2016-1415,Selling
14146,ECLI-NL-RBROT-2016-10257,42
14147,ECLI-NL-RBLIM-2016-8360,37
14148,ECLI-NL-RBOBR-2016-5036,37
14149,ECLI-NL-RBGEL-2016-4100,6
14150,ECLI-NL-RBAMS-2016-4213,55
14151,ECLI-NL-RBAMS-2016-3387,42
14152,ECLI-NL-RBGEL-2016-3364,42
14153,ECLI-NL-RBROT-2016-3977,6
14154,ECLI-NL-GHSHE-2016-1951,63
14155,ECLI-NL-RBOBR-2016-1842,42
14156,ECLI-NL-RBLIM-2016-1680,56
14157,ECLI-NL-PHR-2016-267,42
14158,ECLI-NL-RBMNE-2016-85,Transport
14159,ECLI-NL-GHAMS-2015-5306,Selling
14160,ECLI-NL-RBDHA-2015-14568,64
14161,ECLI-NL-GHSHE-2015-4587,21
14162,ECLI-NL-RBOBR-2015-5819,49
14163,ECLI-NL-RBGEL-2015-6266,9
14164,ECLI-NL-RBNNE-2015-5496,Possession
14165,ECLI-NL-RBAMS-2015-10126,40
14166,ECLI-NL-GHSHE-2015-3218,42
14167,ECLI-NL-RBNHO-2015-6004,Selling
14168,ECLI-NL-RBNHO-2015-5447,Selling
14169,ECLI-NL-RBMNE-2015-4299,64
14170,ECLI-NL-RBNNE-2015-4468,Possession
14171,ECLI-NL-RBDHA-2015-6015,49
14172,ECLI-NL-RBOBR-2015-2953,35
14173,ECLI-NL-RBOBR-2015-2754,37
14174,ECLI-NL-RBOVE-2015-2167,49
14175,ECLI-NL-RBNNE-2015-2295,20
14176,ECLI-NL-GHARL-2015-2829,42
14177,ECLI-NL-RBLIM-2015-2515,64
14178,ECLI-NL-RBOBR-2015-550,45
14179,ECLI-NL-RBNNE-2015-296,47
14180,ECLI-NL-RBLIM-2014-10897,4
14181,ECLI-NL-PHR-2014-2561,42
14182,ECLI-NL-GHDHA-2014-3853,49
14183,ECLI-NL-GHDHA-2014-3094,42
14184,ECLI-NL-PHR-2014-1610,42
14185,ECLI-NL-RBROT-2014-3504,Selling
14186,ECLI-NL-GHSHE-2014-621,42
14187,ECLI-NL-RBLIM-2013-9035,9
14188,ECLI-NL-RBGEL-2013-2622,49
14189,ECLI-NL-GHARL-2013-5212,21
14190,ECLI-NL-RBZWB-2013-5316,42
14191,ECLI-NL-RBMNE-2013-CA0215,Transport
14192,ECLI-NL-RBMNE-2013-CA0281,Transport
14193,ECLI-NL-RBNHO-2013-8083,Production
14194,ECLI-NL-RBNNE-2013-BZ8338,39
14195,ECLI-NL-RBGEL-2013-BZ6907,13
14196,ECLI-NL-RBMNE-2013-2894,9
14197,ECLI-NL-RBNNE-2013-1449,4
14198,ECLI-NL-RBNNE-2013-BZ9570,42
14199,ECLI-NL-GHARN-2012-BZ0592,42
14200,ECLI-NL-RBUTR-2012-BY2935,42
14201,ECLI-NL-RBMAA-2012-BX7918,Transport
14202,ECLI-NL-RBUTR-2012-BX6183,Selling
14203,ECLI-NL-RBSHE-2012-BX2324,14
14204,ECLI-NL-GHSGR-2012-BW4778,14
14205,ECLI-NL-PHR-2012-BT6397,47
14206,ECLI-NL-RBARN-2012-BV6633,58
14207,ECLI-NL-PHR-2012-BU7627,42
14208,ECLI-NL-RBLEE-2011-BU5769,42
14209,ECLI-NL-RBUTR-2011-BT9717,9
14210,ECLI-NL-RBASS-2011-BT6566,49
14211,ECLI-NL-HR-2011-BQ9046,42
14212,ECLI-NL-RBHAA-2011-BT1683,49
14213,ECLI-NL-RBSHE-2011-BR3298,35
14214,ECLI-NL-RBARN-2011-BQ3303,Selling
14215,ECLI-NL-GHSGR-2011-BR2035,Transport
14216,ECLI-NL-RBSGR-2011-BQ0485,14
14217,ECLI-NL-RBMID-2011-BP7843,Selling
14218,ECLI-NL-RBMID-2011-BP7867,Selling
14219,ECLI-NL-RBALK-2011-BP4858,14
14220,ECLI-NL-RBZLY-2011-BQ5139,39
14221,ECLI-NL-CRVB-2010-BO3785,42
14222,ECLI-NL-RBUTR-2010-BQ6179,1
14223,ECLI-NL-GHAMS-2010-BN6246,27
14224,ECLI-NL-RBARN-2010-BN4132,58
14225,ECLI-NL-RBSGR-2010-BM6825,Selling
14226,ECLI-NL-RBZLY-2010-BM3871,39
14227,ECLI-NL-RBMAA-2010-BM0385,55
14228,ECLI-NL-GHSGR-2010-BL7187,13
14229,ECLI-NL-RBZUT-2010-BL0554,42
14230,ECLI-NL-RVS-2009-BJ7772,42
14231,ECLI-NL-RBZLY-2009-BK0694,4
14232,ECLI-NL-RBAMS-2009-BJ9593,46
14233,ECLI-NL-RBSGR-2009-BJ2441,42
14234,ECLI-NL-GHSHE-2009-BI1969,16
14235,ECLI-NL-RBSGR-2009-BH6196,26
14236,ECLI-NL-RBUTR-2009-BH3328,52
14237,ECLI-NL-RBZUT-2008-BG8057,16
14238,ECLI-NL-RBSHE-2008-BG4625,13
14239,ECLI-NL-RBZLY-2008-BG5594,13
14240,ECLI-NL-RBMID-2008-BG6200,13
14241,ECLI-NL-RBZUT-2008-BG3435,39
14242,ECLI-NL-RBARN-2008-BF8158,Transport
14243,ECLI-NL-RBSGR-2008-BD8944,42
14244,ECLI-NL-RBROE-2008-BD5482,49
14245,ECLI-NL-RBHAA-2008-BC6315,Selling
14246,ECLI-NL-RBBRE-2008-BR0125,52
14247,ECLI-NL-RBLEE-2008-BC2861,3
14248,ECLI-NL-PHR-2008-BC2159,44
14249,ECLI-NL-RBZUT-2008-BC1087,49
14250,ECLI-NL-RBASS-2007-BB8195,37
14251,ECLI-NL-RBAMS-2007-BD3394,Selling
14252,ECLI-NL-RBROT-2007-BA9884,13
14253,ECLI-NL-RBHAA-2007-BA6845,Selling
14254,ECLI-NL-RBHAA-2007-BA6852,Selling
14255,ECLI-NL-RBHAA-2006-AZ3461,Possession
14256,ECLI-NL-RBHAA-2006-AZ3457,Possession
14257,ECLI-NL-RBALK-2006-AZ2856,42
14258,ECLI-NL-RBROT-2006-AY6629,Selling
14259,ECLI-NL-GHLEE-2006-AX9539,Money laundering
14260,ECLI-NL-RBAMS-2006-AU9128,Selling
14261,ECLI-NL-RBMAA-2006-AV0206,Production
14262,ECLI-NL-PHR-2005-AS9291,42
14263,ECLI-NL-PHR-2005-AR5741,46
14264,ECLI-NL-PHR-2005-AR5740,46
14265,ECLI-NL-CBB-2004-AR6473,42
14266,ECLI-NL-RBSGR-2003-AN9841,64
14267,ECLI-NL-RBGRO-2003-AH9935,49
14268,ECLI-NL-GHSGR-2003-AI1011,16
14269,ECLI-NL-RBAMS-2003-AF9295,Selling
14270,ECLI-NL-GHAMS-2003-AF8159,42
14271,ECLI-NL-RBZUT-2002-AF1086,Production
14272,ECLI-NL-PHR-2002-AE6876,42
14273,ECLI-NL-GHAMS-2002-AE5880,49
14274,ECLI-NL-RBMAA-2001-AD6288,Production
14275,ECLI-NL-RBDOR-2001-AD5061,64
14276,ECLI-NL-CBB-2001-AB3001,2
14277,ECLI-NL-RBDHA-2021-11903,42
14278,ECLI-NL-RBOVE-2021-2865,42
14279,ECLI-NL-RBOVE-2021-2363,14
14280,ECLI-NL-RBOVE-2021-2157,9
14281,ECLI-NL-RBAMS-2021-1794,Transport
14282,ECLI-NL-RBOVE-2021-1540,37
14283,ECLI-NL-RBAMS-2021-1419,52
14284,ECLI-NL-RBZWB-2021-1316,Transport
14285,ECLI-NL-RBZWB-2021-1315,Transport
14286,ECLI-NL-RBZWB-2021-116,Production
14287,ECLI-NL-RBZWB-2021-118,Production
14288,ECLI-NL-RBNHO-2021-224,9
14289,ECLI-NL-RBNNE-2020-4472,52
14290,ECLI-NL-RBNNE-2020-4357,Transport
14291,ECLI-NL-PHR-2020-1170,Selling
14292,ECLI-NL-PHR-2020-1171,Selling
14293,ECLI-NL-RBROT-2020-8904,24
14294,ECLI-NL-RBOVE-2020-2625,49
14295,ECLI-NL-GHARL-2020-5298,6
14296,ECLI-NL-RBOBR-2020-1035,6
14297,ECLI-NL-PHR-2020-58,46
14298,ECLI-NL-RBAMS-2020-117,11
14299,ECLI-NL-RBZWB-2019-5306,52
14300,ECLI-NL-PHR-2019-1212,52
14301,ECLI-NL-GHAMS-2019-5163,Transport
14302,ECLI-NL-RBDHA-2019-10604,5
14303,ECLI-NL-RBDHA-2019-8042,55
14304,ECLI-NL-PHR-2019-429,42
14305,ECLI-NL-RBMNE-2019-384,Selling
14306,ECLI-NL-RBAMS-2019-550,Transport
14307,ECLI-NL-RBDHA-2018-12334,42
14308,ECLI-NL-RBNHO-2018-8641,Selling
14309,ECLI-NL-RBGEL-2018-3807,39
14310,ECLI-NL-PHR-2018-660,16
14311,ECLI-NL-RBDHA-2018-6802,46
14312,ECLI-NL-RVS-2018-1738,26
14313,ECLI-NL-RBGEL-2017-6596,6
14314,ECLI-NL-RBMNE-2017-5048,4
14315,ECLI-NL-GHSHE-2017-3236,4
14316,ECLI-NL-RBDHA-2017-6248,Selling
14317,ECLI-NL-PHR-2017-478,42
14318,ECLI-NL-RBAMS-2017-2906,42
14319,ECLI-NL-RBROT-2017-9294,Selling
14320,ECLI-NL-GHDHA-2016-3609,47
14321,ECLI-NL-RBDHA-2016-5093,46
14322,ECLI-NL-RBDHA-2016-3556,16
14323,ECLI-NL-RBAMS-2016-1637,39
14324,ECLI-NL-GHAMS-2016-680,Selling
14325,ECLI-NL-RBROT-2016-877,Transport
14326,ECLI-NL-RBOVE-2016-131,Selling
14327,ECLI-NL-RBNNE-2015-6414,Possession
14328,ECLI-NL-RBOVE-2015-4854,49
14329,ECLI-NL-GHAMS-2015-2189,Selling
14330,ECLI-NL-PHR-2015-1303,38
14331,ECLI-NL-PHR-2015-1305,38
14332,ECLI-NL-RBGEL-2015-2829,Selling
14333,ECLI-NL-RBZWB-2013-7941,14
14334,ECLI-NL-RBOBR-2013-2987,56
14335,ECLI-NL-RVS-2013-395,Selling
14336,ECLI-NL-GHARL-2013-4671,Selling
14337,ECLI-NL-RBGEL-2013-BZ9563,14
14338,ECLI-NL-RBAMS-2013-BZ8826,49
14339,ECLI-NL-RBAMS-2013-BZ9870,9
14340,ECLI-NL-PHR-2013-BX5539,46
14341,ECLI-NL-RBSGR-2012-BY5591,14
14342,ECLI-NL-GHSHE-2012-BY0495,52
14343,ECLI-NL-RBHAA-2012-BX4287,Selling
14344,ECLI-NL-RBROT-2012-BX5435,Possession
14345,ECLI-NL-RBSGR-2012-BW0221,4
14346,ECLI-NL-GHAMS-2012-538,Transport
14347,ECLI-NL-RBASS-2012-BV6602,42
14348,ECLI-NL-GHAMS-2011-BT8411,Transport
14349,ECLI-NL-GHSGR-2011-BT6897,46
14350,ECLI-NL-PHR-2011-BO6691,42
14351,ECLI-NL-RBROE-2010-BM7230,52
14352,ECLI-NL-RBAMS-2010-BM2701,Selling
14353,ECLI-NL-GHSHE-2010-BL8851,47
14354,ECLI-NL-GHARN-2006-AV1418,49
14355,ECLI-NL-RBGEL-2020-6209,Selling
14356,ECLI-NL-RBMNE-2019-3410,42
14357,ECLI-NL-RBOBR-2013-4278,27
14358,ECLI-NL-RBDHA-2018-2729,Possession
14359,ECLI-NL-RBDHA-2018-2730,Possession
14360,ECLI-NL-RBMNE-2016-7043,Selling
14361,ECLI-NL-RBHAA-2012-BX4502,Selling
14362,ECLI-NL-RBUTR-2008-BD5097,19
14363,ECLI-NL-RBMNE-2020-4204,Selling
14364,ECLI-NL-GHAMS-2012-BW6604,Selling
14365,ECLI-NL-RBOBR-2020-4288,16
14366,ECLI-NL-PHR-2018-444,46
14367,ECLI-NL-OGEABES-2017-6,Transport
14368,ECLI-NL-PHR-2016-1200,Selling
14369,ECLI-NL-RBLIM-2014-2757,6
14370,ECLI-NL-GHSGR-2001-5,42
14371,ECLI-NL-PHR-1999-ZD1332,42
14372,ECLI-NL-HR-2012-BW7156,42
14373,ECLI-NL-GHAMS-2021-3872,21
14374,ECLI-NL-RBNNE-2021-5174,9
14375,ECLI-NL-HR-2021-1282,13
14376,ECLI-NL-RBMNE-2021-4498,9
14377,ECLI-NL-RBOVE-2021-3193,52
14378,ECLI-NL-RBZWB-2021-4089,Transport
14379,ECLI-NL-RBROT-2021-8119,Production
14380,ECLI-NL-GHDHA-2021-1363,58
14381,ECLI-NL-RBNNE-2021-3042,16
14382,ECLI-NL-RBOVE-2021-2796,Production
14383,ECLI-NL-RBNNE-2021-3006,55
14384,ECLI-NL-RBOVE-2021-2605,45
14385,ECLI-NL-RVS-2021-1201,67
14386,ECLI-NL-OGEAA-2021-287,64
14387,ECLI-NL-RBMNE-2021-2287,9
14388,ECLI-NL-RBOVE-2021-2724,9
14389,ECLI-NL-GHARL-2021-4254,Selling
14390,ECLI-NL-RBZWB-2021-2800,3
14391,ECLI-NL-RBMNE-2021-1614,60
14392,ECLI-NL-RBMNE-2021-1613,60
14393,ECLI-NL-RBMNE-2021-1617,60
14394,ECLI-NL-PHR-2021-412,16
14395,ECLI-NL-RBAMS-2021-2781,Transport
14396,ECLI-NL-RBDHA-2021-3333,9
14397,ECLI-NL-PHR-2021-337,Production
14398,ECLI-NL-GHSHE-2021-930,39
14399,ECLI-NL-RBMNE-2021-1416,42
14400,ECLI-NL-RBZWB-2021-1201,16
14401,ECLI-NL-RBAMS-2021-1050,55
14402,ECLI-NL-RBOBR-2021-1059,45
14403,ECLI-NL-GHSHE-2021-2128,Selling
14404,ECLI-NL-RBROT-2021-1182,Selling
14405,ECLI-NL-RBROT-2021-653,Transport
14406,ECLI-NL-RBAMS-2021-240,56
14407,ECLI-NL-RBAMS-2021-8,42
14408,ECLI-NL-RBOBR-2020-6576,Possession
14409,ECLI-NL-RBROT-2020-12534,9
14410,ECLI-NL-RBAMS-2020-6339,Selling
14411,ECLI-NL-RBMNE-2020-5701,51
14412,ECLI-NL-GHAMS-2020-3352,49
14413,ECLI-NL-RBLIM-2020-8457,49
14414,ECLI-NL-RBOBR-2020-5076,56
14415,ECLI-NL-RBNHO-2020-8849,21
14416,ECLI-NL-RBMNE-2020-4118,9
14417,ECLI-NL-RBGEL-2020-4618,4
14418,ECLI-NL-RBGEL-2020-3916,56
14419,ECLI-NL-RBLIM-2020-5624,42
14420,ECLI-NL-RBAMS-2020-2563,5
14421,ECLI-NL-RBDHA-2020-4343,45
14422,ECLI-NL-GHARL-2020-1516,Money laundering
14423,ECLI-NL-RBOVE-2020-726,49
14424,ECLI-NL-PHR-2020-65,46
14425,ECLI-NL-RBAMS-2020-689,49
14426,ECLI-NL-RBZWB-2020-13,56
14427,ECLI-NL-RBGEL-2019-4944,16
14428,ECLI-NL-RBNHO-2019-8773,55
14429,ECLI-NL-RBROT-2019-8436,Transport
14430,ECLI-NL-GHAMS-2019-3721,69
14431,ECLI-NL-GHARL-2019-8399,24
14432,ECLI-NL-RBAMS-2019-9678,40
14433,ECLI-NL-RBLIM-2019-8505,49
14434,ECLI-NL-RBAMS-2019-6555,Selling
14435,ECLI-NL-RBAMS-2019-6202,40
14436,ECLI-NL-RBZWB-2019-3677,49
14437,ECLI-NL-RBZWB-2019-3284,9
14438,ECLI-NL-RBZWB-2019-3200,49
14439,ECLI-NL-RBNNE-2019-2973,11
14440,ECLI-NL-HR-2019-1143,42
14441,ECLI-NL-GHSHE-2019-2364,44
14442,ECLI-NL-PHR-2019-692,Production
14443,ECLI-NL-GHARL-2019-4392,35
14444,ECLI-NL-RBNHO-2019-4414,37
14445,ECLI-NL-RBAMS-2019-3203,49
14446,ECLI-NL-RBOVE-2019-1515,37
14447,ECLI-NL-RBROT-2019-4027,14
14448,ECLI-NL-RBAMS-2019-2504,64
14449,ECLI-NL-RBNNE-2019-1009,37
14450,ECLI-NL-RBROT-2019-3176,9
14451,ECLI-NL-RBAMS-2019-1585,Selling
14452,ECLI-NL-RBNNE-2019-813,42
14453,ECLI-NL-RBZWB-2019-2275,24
14454,ECLI-NL-PHR-2019-134,Production
14455,ECLI-NL-GHAMS-2019-264,56
14456,ECLI-NL-RBNNE-2019-343,56
14457,ECLI-NL-RBGEL-2019-206,Production
14458,ECLI-NL-OGEAC-2018-327,Transport
14459,ECLI-NL-RBAMS-2018-9887,4
14460,ECLI-NL-GHARL-2018-10554,16
14461,ECLI-NL-RBROT-2018-9853,27
14462,ECLI-NL-RBNHO-2018-10120,21
14463,ECLI-NL-RBGEL-2018-5749,16
14464,ECLI-NL-RBNNE-2018-4250,9
14465,ECLI-NL-RBROT-2018-8664,27
14466,ECLI-NL-GHARL-2018-9413,39
14467,ECLI-NL-RBMNE-2018-4666,9
14468,ECLI-NL-RBDHA-2018-15517,26
14469,ECLI-NL-RBGEL-2018-3470,49
14470,ECLI-NL-RBNNE-2018-2006,49
14471,ECLI-NL-RBOVE-2018-1554,Production
14472,ECLI-NL-RBAMS-2018-2829,37
14473,ECLI-NL-PHR-2018-360,Production
14474,ECLI-NL-RBROT-2018-3688,Transport
14475,ECLI-NL-RBROT-2018-4691,39
14476,ECLI-NL-RBROT-2018-4508,39
14477,ECLI-NL-RBNNE-2018-711,37
14478,ECLI-NL-GHDHA-2018-251,42
14479,ECLI-NL-GHARL-2018-1333,14
14480,ECLI-NL-RBROT-2018-743,9
14481,ECLI-NL-PHR-2018-188,42
14482,ECLI-NL-RBGEL-2017-6602,14
14483,ECLI-NL-RVS-2017-3050,2
14484,ECLI-NL-RBMNE-2017-4563,39
14485,ECLI-NL-RBNNE-2017-3319,49
14486,ECLI-NL-GHAMS-2017-3237,42
14487,ECLI-NL-RBGEL-2017-4171,49
14488,ECLI-NL-RBGEL-2017-4168,49
14489,ECLI-NL-GHDHA-2017-2718,Transport
14490,ECLI-NL-RBAMS-2017-3485,Transport
14491,ECLI-NL-RBROT-2017-3270,9
14492,ECLI-NL-GHSHE-2017-1480,Production
14493,ECLI-NL-OGEAC-2017-38,7
14494,ECLI-NL-GHAMS-2017-411,42
14495,ECLI-NL-RBMNE-2017-4672,1
14496,ECLI-NL-RBOBR-2017-295,Selling
14497,ECLI-NL-OGEAA-2016-953,Transport
14498,ECLI-NL-GHAMS-2016-5326,Transport
14499,ECLI-NL-PHR-2016-1202,42
14500,ECLI-NL-RBOBR-2016-5360,42
14501,ECLI-NL-RBGEL-2016-5158,0
14502,ECLI-NL-RVS-2016-2493,30
14503,ECLI-NL-RBDHA-2016-11072,69
14504,ECLI-NL-RBGEL-2016-3905,49
14505,ECLI-NL-RBGEL-2016-3906,49
14506,ECLI-NL-RBMNE-2016-3477,14
14507,ECLI-NL-RBDHA-2016-4758,42
14508,ECLI-NL-GHSHE-2016-1642,Production
14509,ECLI-NL-RVS-2016-964,42
14510,ECLI-NL-GHARL-2016-2854,16
14511,ECLI-NL-RBAMS-2016-9790,4
14512,ECLI-NL-RBAMS-2015-9089,Selling
14513,ECLI-NL-RBLIM-2015-10203,42
14514,ECLI-NL-RBAMS-2015-8439,21
14515,ECLI-NL-RBOBR-2015-6025,49
14516,ECLI-NL-RBOBR-2015-5820,49
14517,ECLI-NL-RBROT-2015-6396,42
14518,ECLI-NL-GHAMS-2015-3635,49
14519,ECLI-NL-RBOVE-2015-3807,6
14520,ECLI-NL-RBLIM-2015-5786,5
14521,ECLI-NL-RBMNE-2015-5632,9
14522,ECLI-NL-GHSHE-2015-1677,63
14523,ECLI-NL-GHAMS-2015-1048,2
14524,ECLI-NL-RBMNE-2015-1060,42
14525,ECLI-NL-HR-2014-3687,60
14526,ECLI-NL-RBMNE-2014-6530,9
14527,ECLI-NL-PHR-2014-2761,Transport
14528,ECLI-NL-GHAMS-2014-4850,Selling
14529,ECLI-NL-RBAMS-2014-6030,13
14530,ECLI-NL-GHARL-2014-6545,58
14531,ECLI-NL-GHARL-2014-3538,63
14532,ECLI-NL-RBNNE-2014-2121,49
14533,ECLI-NL-RBOVE-2014-1620,14
14534,ECLI-NL-RBMNE-2014-1222,49
14535,ECLI-NL-RBGEL-2014-1793,49
14536,ECLI-NL-RBDHA-2014-6066,9
